OTU_ID	sample_id	read_count	relative_abundance	member_count	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_295	barcode20	23	0.000434	1		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae		[Candida] anutae
OTU_295	barcode21	67	0.000630	1		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae		[Candida] anutae
OTU_108	barcode19	0	0.000000	1		Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Clypeoloculus	Clypeoloculus akitaensis
OTU_108	barcode20	24	0.000453	1		Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Clypeoloculus	Clypeoloculus akitaensis
OTU_108	barcode21	62	0.000583	1		Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Clypeoloculus	Clypeoloculus akitaensis
OTU_145	barcode19	0	0.000000	1		Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	Kondoa cylindrica
OTU_145	barcode20	37	0.000698	1		Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	Kondoa cylindrica
OTU_145	barcode21	49	0.000461	1		Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	Kondoa cylindrica
OTU_51	barcode19	0	0.000000	2		Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Schizonella	Schizonella caricis-atratae
OTU_51	barcode20	0	0.000000	2		Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Schizonella	Schizonella caricis-atratae
OTU_51	barcode21	83	0.000781	2		Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Schizonella	Schizonella caricis-atratae
OTU_264	barcode19	19	0.000908	1		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella pagnoccae
OTU_264	barcode20	0	0.000000	1		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella pagnoccae
OTU_264	barcode21	63	0.000593	1		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella pagnoccae
OTU_112	barcode19	21	0.001004	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Pecoramyces	Pecoramyces ruminantium
OTU_112	barcode20	22	0.000415	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Pecoramyces	Pecoramyces ruminantium
OTU_112	barcode21	37	0.000348	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Pecoramyces	Pecoramyces ruminantium
OTU_196	barcode19	0	0.000000	1		Basidiomycota	Cystobasidiomycetes	Cystobasidiales		Begerowomyces	Begerowomyces foliicola
OTU_196	barcode20	36	0.000679	1		Basidiomycota	Cystobasidiomycetes	Cystobasidiales		Begerowomyces	Begerowomyces foliicola
OTU_196	barcode21	45	0.000423	1		Basidiomycota	Cystobasidiomycetes	Cystobasidiales		Begerowomyces	Begerowomyces foliicola
OTU_208	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius carranzae
OTU_208	barcode20	10	0.000189	1		Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius carranzae
OTU_208	barcode21	70	0.000659	1		Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius carranzae
OTU_76	barcode19	77	0.003680	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella lactis-condensi
OTU_76	barcode20	0	0.000000	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella lactis-condensi
OTU_76	barcode21	0	0.000000	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella lactis-condensi
OTU_85	barcode19	15	0.000717	1		Mucoromycota		Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella thermophila
OTU_85	barcode20	25	0.000472	1		Mucoromycota		Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella thermophila
OTU_85	barcode21	36	0.000339	1		Mucoromycota		Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella thermophila
OTU_269	barcode19	38	0.001816	1		Basidiomycota	Pucciniomycetes	Pucciniales	Phragmidiaceae	Hamaspora	Hamaspora rubi-alceifolii
OTU_269	barcode20	0	0.000000	1		Basidiomycota	Pucciniomycetes	Pucciniales	Phragmidiaceae	Hamaspora	Hamaspora rubi-alceifolii
OTU_269	barcode21	39	0.000367	1		Basidiomycota	Pucciniomycetes	Pucciniales	Phragmidiaceae	Hamaspora	Hamaspora rubi-alceifolii
OTU_195	barcode19	0	0.000000	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Pateramycetaceae	Pateramyces	Pateramyces corrientinensis
OTU_195	barcode20	0	0.000000	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Pateramycetaceae	Pateramyces	Pateramyces corrientinensis
OTU_195	barcode21	76	0.000715	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Pateramycetaceae	Pateramyces	Pateramyces corrientinensis
OTU_247	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Aureonarius	Aureonarius collybianus
OTU_247	barcode20	75	0.001415	1		Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Aureonarius	Aureonarius collybianus
OTU_247	barcode21	0	0.000000	1		Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Aureonarius	Aureonarius collybianus
OTU_9	barcode19	14	0.000669	1		Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Mycoemilia	Mycoemilia scoparia
OTU_9	barcode20	15	0.000283	1		Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Mycoemilia	Mycoemilia scoparia
OTU_9	barcode21	44	0.000414	1		Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Mycoemilia	Mycoemilia scoparia
OTU_199	barcode19	0	0.000000	1		Basidiomycota	Ustilaginomycetes	Urocystidales	Floromycetaceae	Antherospora	Antherospora vindobonensis
OTU_199	barcode20	72	0.001358	1		Basidiomycota	Ustilaginomycetes	Urocystidales	Floromycetaceae	Antherospora	Antherospora vindobonensis
OTU_199	barcode21	0	0.000000	1		Basidiomycota	Ustilaginomycetes	Urocystidales	Floromycetaceae	Antherospora	Antherospora vindobonensis
OTU_250	barcode19	0	0.000000	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella riodocensis
OTU_250	barcode20	24	0.000453	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella riodocensis
OTU_250	barcode21	48	0.000452	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Starmerella	Starmerella riodocensis
OTU_99	barcode19	0	0.000000	2		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora humicola
OTU_99	barcode20	0	0.000000	2		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora humicola
OTU_99	barcode21	71	0.000668	2		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora humicola
OTU_4	barcode19	68	0.003250	1		Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora laricis-populina
OTU_4	barcode20	0	0.000000	1		Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora laricis-populina
OTU_4	barcode21	0	0.000000	1		Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora laricis-populina
OTU_225	barcode19	0	0.000000	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Angulomycetaceae	Angulomyces	Angulomyces ubonensis
OTU_225	barcode20	17	0.000321	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Angulomycetaceae	Angulomyces	Angulomyces ubonensis
OTU_225	barcode21	50	0.000471	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Angulomycetaceae	Angulomyces	Angulomyces ubonensis
OTU_34	barcode19	0	0.000000	1		Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Brettanomyces	Brettanomyces bruxellensis
OTU_34	barcode20	24	0.000453	1		Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Brettanomyces	Brettanomyces bruxellensis
OTU_34	barcode21	43	0.000405	1		Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Brettanomyces	Brettanomyces bruxellensis
OTU_254	barcode19	0	0.000000	1		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma pseudopenaeus
OTU_254	barcode20	23	0.000434	1		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma pseudopenaeus
OTU_254	barcode21	43	0.000405	1		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma pseudopenaeus
OTU_45	barcode19	17	0.000812	1		Chytridiomycota	Chytridiomycetes	Synchytriales	Synchytriaceae	Synchytrium	Synchytrium microbalum
OTU_45	barcode20	20	0.000377	1		Chytridiomycota	Chytridiomycetes	Synchytriales	Synchytriaceae	Synchytrium	Synchytrium microbalum
OTU_45	barcode21	28	0.000263	1		Chytridiomycota	Chytridiomycetes	Synchytriales	Synchytriaceae	Synchytrium	Synchytrium microbalum
OTU_156	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina cinereoglebosa
OTU_156	barcode20	24	0.000453	1		Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina cinereoglebosa
OTU_156	barcode21	41	0.000386	1		Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina cinereoglebosa
OTU_263	barcode19	0	0.000000	1		Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella shuangheensis
OTU_263	barcode20	22	0.000415	1		Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella shuangheensis
OTU_263	barcode21	42	0.000395	1		Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella shuangheensis
OTU_161	barcode19	0	0.000000	2		Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor lilianae
OTU_161	barcode20	0	0.000000	2		Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor lilianae
OTU_161	barcode21	64	0.000602	2		Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor lilianae
OTU_276	barcode19	0	0.000000	1		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma taibaiensis
OTU_276	barcode20	23	0.000434	1		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma taibaiensis
OTU_276	barcode21	41	0.000386	1		Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma taibaiensis
OTU_114	barcode19	60	0.002868	2		Ascomycota	Sordariomycetes	Phyllachorales	Phyllachoraceae	Phyllachora	Phyllachora sandiensis
OTU_114	barcode20	0	0.000000	2		Ascomycota	Sordariomycetes	Phyllachorales	Phyllachoraceae	Phyllachora	Phyllachora sandiensis
OTU_114	barcode21	0	0.000000	2		Ascomycota	Sordariomycetes	Phyllachorales	Phyllachoraceae	Phyllachora	Phyllachora sandiensis
OTU_6	barcode19	0	0.000000	1		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum
OTU_6	barcode20	59	0.001113	1		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum
OTU_6	barcode21	0	0.000000	1		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum
OTU_219	barcode19	0	0.000000	2		Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Teunia	Teunia korlaensis
OTU_219	barcode20	19	0.000358	2		Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Teunia	Teunia korlaensis
OTU_219	barcode21	41	0.000386	2		Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Teunia	Teunia korlaensis
OTU_186	barcode19	0	0.000000	1		Ascomycota	Dothideomycetes	Mycosphaerellales	Neodevriesiaceae	Neodevriesia	Neodevriesia hilliana
OTU_186	barcode20	12	0.000226	1		Ascomycota	Dothideomycetes	Mycosphaerellales	Neodevriesiaceae	Neodevriesia	Neodevriesia hilliana
OTU_186	barcode21	47	0.000442	1		Ascomycota	Dothideomycetes	Mycosphaerellales	Neodevriesiaceae	Neodevriesia	Neodevriesia hilliana
OTU_191	barcode19	0	0.000000	1		Basidiomycota	Cystobasidiomycetes		Symmetrosporaceae	Symmetrospora	Symmetrospora rhododendri
OTU_191	barcode20	18	0.000340	1		Basidiomycota	Cystobasidiomycetes		Symmetrosporaceae	Symmetrospora	Symmetrospora rhododendri
OTU_191	barcode21	40	0.000376	1		Basidiomycota	Cystobasidiomycetes		Symmetrosporaceae	Symmetrospora	Symmetrospora rhododendri
OTU_297	barcode19	0	0.000000	2		Ascomycota	Dipodascomycetes	Dipodascales	Dipodascaceae	Geotrichum	Geotrichum europaeum
OTU_297	barcode20	0	0.000000	2		Ascomycota	Dipodascomycetes	Dipodascales	Dipodascaceae	Geotrichum	Geotrichum europaeum
OTU_297	barcode21	57	0.000536	2		Ascomycota	Dipodascomycetes	Dipodascales	Dipodascaceae	Geotrichum	Geotrichum europaeum
OTU_96	barcode19	12	0.000574	1		Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cyanodermella	Cyanodermella oleoligni
OTU_96	barcode20	20	0.000377	1		Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cyanodermella	Cyanodermella oleoligni
OTU_96	barcode21	25	0.000235	1		Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cyanodermella	Cyanodermella oleoligni
OTU_171	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	Gymnopilus speciosissimus
OTU_171	barcode20	56	0.001056	1		Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	Gymnopilus speciosissimus
OTU_171	barcode21	0	0.000000	1		Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	Gymnopilus speciosissimus
OTU_233	barcode19	0	0.000000	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Khoyollomyces	Khoyollomyces ramosus
OTU_233	barcode20	15	0.000283	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Khoyollomyces	Khoyollomyces ramosus
OTU_233	barcode21	40	0.000376	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Khoyollomyces	Khoyollomyces ramosus
OTU_206	barcode19	0	0.000000	1		Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus microsporus
OTU_206	barcode20	12	0.000226	1		Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus microsporus
OTU_206	barcode21	42	0.000395	1		Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus microsporus
OTU_192	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes versicolor
OTU_192	barcode20	53	0.001000	1		Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes versicolor
OTU_192	barcode21	0	0.000000	1		Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes versicolor
OTU_257	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum lanuginosum
OTU_257	barcode20	24	0.000453	1		Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum lanuginosum
OTU_257	barcode21	29	0.000273	1		Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum lanuginosum
OTU_193	barcode19	0	0.000000	1		Ascomycota	Sordariomycetes	Falcocladiales	Falcocladiaceae	Falcocladium	Falcocladium thailandicum
OTU_193	barcode20	51	0.000962	1		Ascomycota	Sordariomycetes	Falcocladiales	Falcocladiaceae	Falcocladium	Falcocladium thailandicum
OTU_193	barcode21	0	0.000000	1		Ascomycota	Sordariomycetes	Falcocladiales	Falcocladiaceae	Falcocladium	Falcocladium thailandicum
OTU_56	barcode19	0	0.000000	1		Cryptomycota				Rozella	Rozella allomycis
OTU_56	barcode20	18	0.000340	1		Cryptomycota				Rozella	Rozella allomycis
OTU_56	barcode21	31	0.000292	1		Cryptomycota				Rozella	Rozella allomycis
OTU_101	barcode19	0	0.000000	1		Basidiomycota	Exobasidiomycetes	Georgefischeriales	Tilletiariaceae	Phragmotaenium	Phragmotaenium fulvescens
OTU_101	barcode20	22	0.000415	1		Basidiomycota	Exobasidiomycetes	Georgefischeriales	Tilletiariaceae	Phragmotaenium	Phragmotaenium fulvescens
OTU_101	barcode21	28	0.000263	1		Basidiomycota	Exobasidiomycetes	Georgefischeriales	Tilletiariaceae	Phragmotaenium	Phragmotaenium fulvescens
OTU_154	barcode19	0	0.000000	1		Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium mucilaginum
OTU_154	barcode20	17	0.000321	1		Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium mucilaginum
OTU_154	barcode21	32	0.000301	1		Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium mucilaginum
OTU_54	barcode19	0	0.000000	1		Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia restricta
OTU_54	barcode20	48	0.000905	1		Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia restricta
OTU_54	barcode21	0	0.000000	1		Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia restricta
OTU_147	barcode19	0	0.000000	1		Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia frangulae
OTU_147	barcode20	0	0.000000	1		Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia frangulae
OTU_147	barcode21	48	0.000452	1		Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia frangulae
OTU_149	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina monodiminutiva
OTU_149	barcode20	32	0.000604	1		Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina monodiminutiva
OTU_149	barcode21	15	0.000141	1		Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina monodiminutiva
OTU_126	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Hymenopellis	Hymenopellis straminea
OTU_126	barcode20	46	0.000868	1		Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Hymenopellis	Hymenopellis straminea
OTU_126	barcode21	0	0.000000	1		Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Hymenopellis	Hymenopellis straminea
OTU_175	barcode19	0	0.000000	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces	Anaeromyces robustus
OTU_175	barcode20	46	0.000868	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces	Anaeromyces robustus
OTU_175	barcode21	0	0.000000	1		Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces	Anaeromyces robustus
OTU_151	barcode19	0	0.000000	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Chrysozyma	Chrysozyma flava
OTU_151	barcode20	17	0.000321	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Chrysozyma	Chrysozyma flava
OTU_151	barcode21	28	0.000263	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Chrysozyma	Chrysozyma flava
OTU_12	barcode19	0	0.000000	1		Ascomycota	Sordariomycetes	Microascales	Gondwanamycetaceae	Knoxdaviesia	Knoxdaviesia proteae
OTU_12	barcode20	0	0.000000	1		Ascomycota	Sordariomycetes	Microascales	Gondwanamycetaceae	Knoxdaviesia	Knoxdaviesia proteae
OTU_12	barcode21	44	0.000414	1		Ascomycota	Sordariomycetes	Microascales	Gondwanamycetaceae	Knoxdaviesia	Knoxdaviesia proteae
OTU_133	barcode19	0	0.000000	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Chrysozyma	Chrysozyma iridis
OTU_133	barcode20	12	0.000226	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Chrysozyma	Chrysozyma iridis
OTU_133	barcode21	32	0.000301	1		Basidiomycota	Microbotryomycetes		Chrysozymaceae	Chrysozyma	Chrysozyma iridis
OTU_18	barcode19	0	0.000000	1		Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Ballistosporomyces	Ballistosporomyces taupoensis
OTU_18	barcode20	21	0.000396	1		Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Ballistosporomyces	Ballistosporomyces taupoensis
OTU_18	barcode21	22	0.000207	1		Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Ballistosporomyces	Ballistosporomyces taupoensis
OTU_159	barcode19	42	0.002007	1		Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe phari
OTU_159	barcode20	0	0.000000	1		Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe phari
OTU_159	barcode21	0	0.000000	1		Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe phari
OTU_172	barcode19	0	0.000000	1		Basidiomycota	Microbotryomycetes	Heitmaniales	Heitmaniaceae	Heitmania	Heitmania tridentata
OTU_172	barcode20	15	0.000283	1		Basidiomycota	Microbotryomycetes	Heitmaniales	Heitmaniaceae	Heitmania	Heitmania tridentata
OTU_172	barcode21	27	0.000254	1		Basidiomycota	Microbotryomycetes	Heitmaniales	Heitmaniaceae	Heitmania	Heitmania tridentata
OTU_127	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Cyathus	Cyathus ibericus
OTU_127	barcode20	39	0.000736	1		Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Cyathus	Cyathus ibericus
OTU_127	barcode21	0	0.000000	1		Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Cyathus	Cyathus ibericus
OTU_245	barcode19	0	0.000000	1		Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Otidea	Otidea brunneoparva
OTU_245	barcode20	0	0.000000	1		Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Otidea	Otidea brunneoparva
OTU_245	barcode21	39	0.000367	1		Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Otidea	Otidea brunneoparva
OTU_299	barcode19	0	0.000000	2		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Gorgonomycetaceae	Gorgonomyces	Gorgonomyces aquaticus
OTU_299	barcode20	0	0.000000	2		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Gorgonomycetaceae	Gorgonomyces	Gorgonomyces aquaticus
OTU_299	barcode21	39	0.000367	2		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Gorgonomycetaceae	Gorgonomyces	Gorgonomyces aquaticus
OTU_117	barcode19	0	0.000000	1		Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Tremateia	Tremateia thailandensis
OTU_117	barcode20	0	0.000000	1		Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Tremateia	Tremateia thailandensis
OTU_117	barcode21	38	0.000358	1		Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Tremateia	Tremateia thailandensis
OTU_180	barcode19	0	0.000000	2		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia coatesiae
OTU_180	barcode20	0	0.000000	2		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia coatesiae
OTU_180	barcode21	38	0.000358	2		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia coatesiae
OTU_178	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Gomphales	Lentariaceae	Lentaria	Lentaria gossypina
OTU_178	barcode20	22	0.000415	1		Basidiomycota	Agaricomycetes	Gomphales	Lentariaceae	Lentaria	Lentaria gossypina
OTU_178	barcode21	15	0.000141	1		Basidiomycota	Agaricomycetes	Gomphales	Lentariaceae	Lentaria	Lentaria gossypina
OTU_124	barcode19	0	0.000000	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Globomycetaceae	Urceomyces	Urceomyces sphaerocarpus
OTU_124	barcode20	25	0.000472	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Globomycetaceae	Urceomyces	Urceomyces sphaerocarpus
OTU_124	barcode21	12	0.000113	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Globomycetaceae	Urceomyces	Urceomyces sphaerocarpus
OTU_259	barcode19	0	0.000000	1		Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Basidiodendron	Basidiodendron globisporum
OTU_259	barcode20	36	0.000679	1		Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Basidiodendron	Basidiodendron globisporum
OTU_259	barcode21	0	0.000000	1		Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Basidiodendron	Basidiodendron globisporum
OTU_285	barcode19	0	0.000000	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella	Sugiyamaella ayubii
OTU_285	barcode20	0	0.000000	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella	Sugiyamaella ayubii
OTU_285	barcode21	36	0.000339	1		Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella	Sugiyamaella ayubii
OTU_75	barcode19	35	0.001673	1		Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora	Apiospora aurea
OTU_75	barcode20	0	0.000000	1		Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora	Apiospora aurea
OTU_75	barcode21	0	0.000000	1		Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora	Apiospora aurea
OTU_290	barcode19	0	0.000000	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Gorgonomycetaceae	Gorgonomyces	Gorgonomyces haynaldii
OTU_290	barcode20	0	0.000000	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Gorgonomycetaceae	Gorgonomyces	Gorgonomyces haynaldii
OTU_290	barcode21	35	0.000329	1		Chytridiomycota	Chytridiomycetes	Rhizophydiales	Gorgonomycetaceae	Gorgonomyces	Gorgonomyces haynaldii
